DISCIPLINE,00000000-0000-0000-0000-000000000000,Combined
CHAPTER,d7dff36f-7201-4d37-a4d6-b62e07fab910,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00000000-0000-0000-0000-000000000000
CHAPTER,e925c9bc-bf05-40b4-b0a3-e563c243116d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00000000-0000-0000-0000-000000000000
CHAPTER,8d19825f-8c92-4012-af72-6c805ead4fcb,Course Information,3,,00000000-0000-0000-0000-000000000000
CHAPTER,c5232c99-1f50-45be-892d-774150ca4fb2,Range Equipment,4,,00000000-0000-0000-0000-000000000000
CHAPTER,85e99bbf-42f9-4e23-87f1-e0ccbc4ee0a6,Competitor Equipment,5,,00000000-0000-0000-0000-000000000000
CHAPTER,409eb8b2-7f9c-4ca2-b171-5b43b801881a,Match Structure,6,,00000000-0000-0000-0000-000000000000
CHAPTER,0860c5e2-d755-4c77-8866-9b31f15e1998,Match Management,7,,00000000-0000-0000-0000-000000000000
CHAPTER,6b6cdf89-79d9-4307-8e41-8e4673d4ef8b,The Course of Fire,8,,00000000-0000-0000-0000-000000000000
CHAPTER,b5ae926f-e6b9-4e48-8edd-9a977b4279c8,Scoring,9,,00000000-0000-0000-0000-000000000000
CHAPTER,08e8bb50-d456-420f-af24-34c5b92b10a6,Penalties and Disqualifications,10,,00000000-0000-0000-0000-000000000000
CHAPTER,74f7cf55-6892-45b2-829c-7aab1ed33225,Arbitration and Interpretation of Rules,11,,00000000-0000-0000-0000-000000000000
CHAPTER,1cdda85a-5f33-40b7-bc6a-5641ee46ab02,Miscellaneous Matters,12,,00000000-0000-0000-0000-000000000000
RULE,ddc33d76-760b-466a-a47f-b7d24862a9ca,,8.3.2,"Are You Ready?" � The lack of any negative response from the competitor indicates that he fully understands the requirements of the course of fire and is ready to proceed. If the competitor is not ready at this command~ he must state "Not Ready". When the competitor is ready he should assume the required start position to indicate his readiness to the Range Officer.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,91bd172b-35cf-4319-809d-fb3558b169a2,,8.3.3,"Standby" � This command should be followed by the Start Signal within 1 to 4 seconds (also see Rule 10.2.6).,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,618706f0-22c2-4a90-9703-f57846751d29,,8.3.4,"Start Signal" � The signal for the competitor to begin their attempt at the course of fire. If a competitor fails to react to a Start Signal~ for any reason~ the Range Officer will confirm that the competitor is ready to attempt the course of fire~ and will resume the range commands from "Are You Ready?",8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,f92ef4af-d82e-45a7-8af4-fd6771109c33,,8.3.5,"Stop" � Any Range Officer assigned to a stage may issue this command at any time during the course of fire. The competitor must immediately cease firing~ stop moving and wait for further instructions from the Range Officer.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,d09d66ae-3abd-445d-ba1c-cdff087c6b12, (ActionAir only),8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his handgun and present it for inspection by the Range Officer with the muzzle pointed downrange~ magazine removed~ slide locked or held open~ and chamber empty.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,6cd78d26-259f-4757-a824-3385e1dc1343, (ActionAir | Handgun only),8.3.7,"If Clear~ Hammer Down~ Holster" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the handgun safely downrange~ the competitor must perform a final safety check of the handgun as follows:,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,2daf854d-7021-422a-8066-6f1ef69966cc,,8.3.8,"Range Is Clear" � Competitors or Match Personnel must not move forward of~ or away from~ the firing line or final shooting location until this declaration is given by the Range Officer. Once the declaration is made~ officials and competitors may move forward to score~ patch~ reset targets etc.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,914ae608-0bd9-45aa-9922-7e5f90ccc4cb,,8.3.9,A competitor with a severe hearing disability may~ subject to prior approval of the Range Master~ be entitled to have the foregoing verbal Range Communications supplemented by visual and/or physical signals.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,6bdae1d3-61a0-4184-b56e-b213a648bde9, (ActionAir only),8.3.10,There are no fixed range communications designated for use at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not handle their handguns until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,79131403-2535-42f5-834e-6d29404aec6b, (Handgun | Shotgun | Rifle | MiniRifle | PCC only),8.3.1,"Load And Make Ready" (or "Make Ready" for starts with an unloaded firearm) � This command signifies the start of "the Course of Fire". Under the direct supervision of the Range Officer the competitor must face downrange~ or in a safe direction as specified by the Range Officer~ fit eye and ear protection~ and prepare the firearm in accordance with the written stage briefing. The competitor must then assume the required start position. At this point~ the Range Officer will proceed.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,e116fee9-09ad-4a09-b3d3-aabff29406a2, (Handgun only),8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his handgun and present it for inspection by the Range Officer with the muzzle pointed downrange~ magazine removed~ slide locked or held open~ and chamber empty. Revolvers must be presented with the cylinder swung out and empty.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,28ab03c6-24ba-4406-bd73-1baa87c2dec9, (Handgun | Shotgun | Rifle | PCC only),8.3.10,There are no fixed range communications designated for use at the chronograph station or at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not handle their handguns~ or remove chamber safety flags from long guns~ as the case may be~ until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,46446628-f766-4f5a-8ab0-2ff21e2cfcd0, (Shotgun only),8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his shotgun and present it for inspection by the Range Officer with the muzzle pointed downrange~ fixed magazine empty or detachable magazine removed and chamber(s) empty~ action open.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,74d41d1b-a96d-4801-bd16-24c1a8a16553, (Shotgun only),8.3.7,"If Clear~ Hammer Down~ Open Action" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the shotgun safely downrange~ the competitor must perform a final safety check of the shotgun as follows:,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,9b0c56bb-2b92-4a0c-b3a1-09fa487fcdb6, (Rifle | MiniRifle only),8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his rifle and present it for inspection by the Range Officer with the muzzle pointed downrange~ fixed magazine empty or detachable magazine removed and chamber empty~ action held or latched open.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,58c37b61-c3f1-472a-9130-b19c47697c45, (Rifle only),8.3.7,"If Clear~ Hammer Down~ Open Action" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the rifle safely downrange~ the competitor must perform a final safety check of the rifle as follows:,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,1dda358c-ca8d-4c97-aa06-e628d8bea843, (MiniRifle only),8.3.7,"If Clear~ Secure Chamber" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the rifle safely downrange~ a chamber safety flag must be fitted~ at which time the course of fire is deemed to have ended. The action can remain open or be closed~ but the competitor must then comply with Rule 5.2.1.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,44b69545-8479-4919-a4e8-03af207b24a5, (MiniRifle only),8.3.10,There are no fixed range communications designated for use at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not remove chamber safety flags from long guns until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,d01c7481-604d-48e7-ac6d-a089aa075d2f, (PCC only),8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his firearm and present it for inspection by the Range Officer with the muzzle pointed downrange~ fixed magazine empty or detachable magazine removed and chamber empty~ action held or latched open.,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,4e025707-431c-4715-9470-11c60aafe3e1, (PCC only),8.3.7,"If Clear~ Hammer Down~ Open Action" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the firearm safely downrange~ the competitor must perform a final safety check of the firearm as follows:,8394189e-19fb-4c3d-9322-25f7ddbdb44e,00000000-0000-0000-0000-000000000000
RULE,478f110e-8f03-4737-a322-1dfb1d19df42, (ActionAir | Handgun only),8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard except where specifically permitted (see Rules 8.1.2.5 and 8.3.7.1)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,b5398d45-c73d-4811-8204-943723b1d00a,00000000-0000-0000-0000-000000000000
RULE,5f907e4a-4a8e-407d-b7a4-6e9a0cca99ce, (Shotgun | Rifle | PCC only),8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard~ except where specifically permitted (see Rules 8.3.7.1 and 10.5.9)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,b5398d45-c73d-4811-8204-943723b1d00a,00000000-0000-0000-0000-000000000000
RULE,f9c10ff6-42aa-4d6c-bc0b-982ebb32281b, (MiniRifle only),8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard~ except where specifically permitted (see Rule 10.5.9)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,b5398d45-c73d-4811-8204-943723b1d00a,00000000-0000-0000-0000-000000000000
RULE,d9791f46-c8b5-486f-89e0-6afa0d3db6ba,,8.5.1,Except when the competitor is actually aiming or shooting at targets~ all movement must be accomplished with the fingers visibly outside the trigger guard and the external safety should be applied. The firearm must be pointed in a safe direction. "Movement" is defined as any of the actions below:,711255a8-d611-43e4-9f86-0671d9f27065,00000000-0000-0000-0000-000000000000
RULE,ad3ccd90-e555-4ec0-8822-f0e40e1d78f1,,8.6.1,No assistance of any kind can be given to a competitor during a course of fire~ except that any Range Officer assigned to a stage may issue safety warnings to a competitor at any time. Such warnings will not be grounds for the competitor to be awarded a reshoot.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,47d92487-478b-4cb7-81a4-57e91104b16d,,8.6.2,Any person providing assistance to a competitor during a course of fire without the prior approval of a Range Officer (and the competitor receiving such assistance) may~ at the discretion of a Range Officer~ incur a procedural penalty for that stage and/or be subject to Section 10.6.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,af62c806-7bf4-4782-b121-95b551de9ea4,,8.6.3,Any person verbally or otherwise interfering with a competitor during his attempt at a course of fire may be subject to Section 10.6. If the Range Officer believes that the interference significantly affected the competitor~ he must report the incident to the Range Master~ who may~ at his discretion~ offer the affected competitor a reshoot.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,3bcc8231-cce7-4f6e-907b-373f69140583, (ActionAir | Shotgun | Rifle | MiniRifle | PCC only),8.6.4,In the event that inadvertent contact with the Range Officer or another external influence has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,bf3500c5-72f7-435b-b20d-713fb0dc9817, (ActionAir | Handgun | Shotgun | MiniRifle only),8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must immediately be terminated and the competitor required to reshoot the course of fire. If the competitor notices the problem before the Range Officer~ he must immediately self-stop~ cease firing~ point his firearm in a safe direction and wait for further instructions from the Range Officer. However~ if the competitor fails to comply with the above procedure~ the provisions of Sections 10.4 and 10.5 will apply.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,94034712-9127-4b95-b18a-09f00fdd7213,,8.6.6,Drones or other remotely controlled devices are prohibited unless their use is approved in advance by the Match Director.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,19c21845-1fb0-4152-84dc-11c278d54bd7, (Handgun only),8.6.4,In the event that inadvertent contact with the Range Officer~ or another external influence~ has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
RULE,0eb28ee9-bd01-4ab0-8a6b-2c15659427fb, (Rifle | PCC only),8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must,a4cd5f2a-30ee-4b87-abec-eec6a420f458,00000000-0000-0000-0000-000000000000
