DISCIPLINE,cdb32d12-3aa3-48cf-8c61-35e79ed20813,PCC
CHAPTER,c86d2fe7-2dfb-4565-807d-0574efbfc37f,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,49e6de35-6d75-49fa-afd9-4c18e4f2172c,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a79c0382-d014-4ba4-8f21-dea979f9e067,Course Information,3,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,9071bf64-3560-48d5-a8f6-ce0831e88afc,Range Equipment,4,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5e0cda95-8451-400b-99f0-5cd03979ce93,Competitor Equipment,5,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,59271ca0-0719-4d94-9252-28c5b053bacb,Match Structure,6,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a60f3827-c3c8-4018-8059-e45221c0a1a5,Match Management,7,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5b702d6a-0ad4-4c45-8c35-8dde21080dd6,The Course of Fire,8,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5231d906-bc73-452c-a752-0a5a7f168391,Scoring,9,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,e436aa69-4e8b-4c95-996c-2b13d2f07730,Penalties and Disqualifications,10,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,904a9cb0-c18c-467d-9f25-e6e1c11239de,Arbitration and Interpretation of Rules,11,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5de1ba9c-0a14-4e2f-a308-b9ed1af4a54a,Miscellaneous Matters,12,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c84f08b3-48ca-4436-904b-522431d8738d,,8.2.3,A course of fire must never require or allow a competitor to touch or hold a magazine~ loading device or ammunition~ other than a magazine fitted to the firearm~ after the "Standby" command and before the Start Signal (except for unavoidable touching with the lower arms).,5dc56569-efbe-43c4-a124-f56f04bb0863,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,583684dc-d611-48cc-b28c-4737b54962f0,,8.3.1,"Load And Make Ready" (or "Make Ready" for starts with an unloaded firearm) � This command signifies the start of "the Course of Fire". Under the direct supervision of the Range Officer the competitor must face downrange~ or in a safe direction as specified by the Range Officer~ fit eye and ear protection~ and prepare the firearm in accordance with the written stage briefing. The competitor must then assume the required start position. At this point~ the Range Officer will proceed.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7c9c28b5-95ff-4659-8081-790b6b4b586f,,8.3.2,"Are You Ready?" � The lack of any negative response from the competitor indicates that he fully understands the requirements of the course of fire and is ready to proceed. If the competitor is not ready at this command~ he must state "Not Ready". When the competitor is ready he should assume the required start position to indicate his readiness to the Range Officer.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,db9b72dd-3c51-4c71-9633-e4da4f0f5513,,8.3.3,"Standby" � This command should be followed by the Start Signal within 1 to 4 seconds (also see Rule 10.2.6).,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,8c3c16ad-efaf-488a-adf9-632a29346484,,8.3.4,"Start Signal" � The signal for the competitor to begin their attempt at the course of fire. If a competitor fails to react to a Start Signal~ for any reason~ the Range Officer will confirm that the competitor is ready to attempt the course of fire~ and will resume the range commands from "Are You Ready?",cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e6fdb1dc-ea61-4e93-b30f-731912b95201,,8.3.5,"Stop" � Any Range Officer assigned to a stage may issue this command at any time during the course of fire. The competitor must immediately cease firing~ stop moving and wait for further instructions from the Range Officer.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e7e6e8bf-76b2-4270-91b7-c4b08b79f309,,8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his firearm and present it for inspection by the Range Officer with the muzzle pointed downrange~ fixed magazine empty or detachable magazine removed and chamber empty~ action held or latched open.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,20476888-4109-4ded-b242-8f4778e06957,,8.3.7,"If Clear~ Hammer Down~ Open Action" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the firearm safely downrange~ the competitor must perform a final safety check of the firearm as follows:,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,184ea3de-07d1-43f3-b60a-b98b1639bbf2,,8.3.8,"Range Is Clear" � Competitors or Match Personnel must not move forward of~ or away from~ the firing line or final shooting location until this declaration is given by the Range Officer. Once the declaration is made~ officials and competitors may move forward to score~ patch~ reset targets etc.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,bcad0f3e-c890-4d1b-8798-3bc661c25d78,,8.3.9,A competitor with a severe hearing disability may~ subject to prior approval of the Range Master~ be entitled to have the foregoing verbal Range Communications supplemented by visual and/or physical signals.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,981f206b-f30c-4077-b404-221e3df99dec,,8.3.10,There are no fixed range communications designated for use at the chronograph station or at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not handle their handguns~ or remove chamber safety flags from long guns~ as the case may be~ until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,cd529555-11e3-4de3-9ca7-6cc42f5e764f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,ee62e146-045b-4def-92d2-609aaa20262e,,8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard~ except where specifically permitted (see Rules 8.3.7.1 and 10.5.9)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,0c333f11-65fc-46a5-97ec-5eda55b5a4fc,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,8fc58e25-b087-4076-9060-cef5f2683b78,,8.5.1,Except when the competitor is actually aiming or shooting at targets~ all movement must be accomplished with the fingers visibly outside the trigger guard and the external safety should be applied. The firearm must be pointed in a safe direction. "Movement" is defined as any of the actions below:,bd24b40d-dab3-4fff-9e57-5977c6f93a72,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a1423412-8b06-4e77-8fc9-92b15d24db0a,,8.6.1,No assistance of any kind can be given to a competitor during a course of fire~ except that any Range Officer assigned to a stage may issue safety warnings to a competitor at any time. Such warnings will not be grounds for the competitor to be awarded a reshoot.,827e27ba-a656-4759-861b-69d911e12097,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,8605db76-3257-4a45-aeac-72ca42cde022,,8.6.2,Any person providing assistance to a competitor during a course of fire without the prior approval of a Range Officer (and the competitor receiving such assistance) may~ at the discretion of a Range Officer~ incur a procedural penalty for that stage and/or be subject to Section 10.6.,827e27ba-a656-4759-861b-69d911e12097,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,696b24cf-bba0-451d-93ab-f0cc45141ba3,,8.6.3,Any person verbally or otherwise interfering with a competitor during his attempt at a course of fire may be subject to Section 10.6. If the Range Officer believes that the interference significantly affected the competitor~ he must report the incident to the Range Master~ who may~ at his discretion~ offer the affected competitor a reshoot.,827e27ba-a656-4759-861b-69d911e12097,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a97f6ca3-df97-4fc2-b07c-f6aa3300170c,,8.6.4,In the event that inadvertent contact with the Range Officer or another external influence has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,827e27ba-a656-4759-861b-69d911e12097,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e7024c77-6945-459b-8e5e-46ef148e5cc0,,8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must,827e27ba-a656-4759-861b-69d911e12097,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,67faef85-e60b-4ce7-864f-5c19a3fc4cf3,,8.6.6,Drones or other remotely controlled devices are prohibited unless their use is approved in advance by the Match Director.,827e27ba-a656-4759-861b-69d911e12097,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,589d5105-2ebb-485e-8379-7b9d5dce6d60,,8.7.1,Competitors are prohibited from taking a sight picture with a loaded firearm prior to the Start Signal. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match.,79b66531-5585-4903-9a7d-824266a5e18e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,63232585-28f2-4b0d-93c4-1187a08f820a,,8.7.2,Competitors are prohibited from using any sighting aid (e.g. the whole or part of an imitation or replica firearm~ any part of a real firearm including any accessories thereof etc.)~ except for their own hands~ while conducting their inspection ("walkthrough") of a course of fire. Violations will incur one procedural penalty per occurrence (also see Rule 10.5.1).,79b66531-5585-4903-9a7d-824266a5e18e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,5254ddca-3dd3-4e23-83d5-942f0ddfa9d7,,8.7.3,No person is permitted to enter or move through a course of fire without the prior approval of a Range Officer assigned to that course of fire~ or the Range Master. Violations will incur a warning for the first offense but may be subject to the provisions of Section 10.6 for subsequent offenses.,79b66531-5585-4903-9a7d-824266a5e18e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,9c3f27fb-05b6-460c-80e5-ed786074a7f5,Approaching Targets,9.1.1,While scoring is in progress~ competitors or their delegate must not approach any target closer than 1 meter without the authorization of the Range Officer. Violation will result in a warning for the first offense~ but the competitor or his delegate may~ at the discretion of the Range Officer~ incur a procedural penalty for subsequent occurrences in the same match.,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,cbc239be-c80a-4803-a057-48931901c925,Touching Targets,9.1.2,While scoring is in progress competitors or their delegate must not touch~ gauge or otherwise interfere with any target without the authorization of the Range Officer. Should a Range Officer deem that a competitor or their delegate has influenced or affected the scoring process due to such interference~ the Range Officer may:,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d62d225b-014e-49be-a9a2-0bf0eb239b37,Prematurely Patched Targets,9.1.3,If a target is prematurely patched or taped~ preventing the determination of the actual score~ the Range Officer must order the competitor to reshoot the course of fire.,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,9bb54fc3-b975-4add-b556-c8be28cf3fea,Unrestored Targets,9.1.4,If~ following completion of a course of fire by a previous competitor~ one or more targets have not been properly patched or taped for the competitor being scored~ the Range Officer must judge whether or not an accurate score can be determined. If there are extra scoring hits or questionable penalty hits thereon~ and it is not obvious which hits were made by the competitor being scored~ the affected competitor must be ordered to reshoot the course of fire.,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b0ad40d1-74c9-4653-9e69-c9b94a5bcf2b,Impenetrable,9.1.5,The scoring area of all IPSC scoring targets and no-shoots is deemed to be impenetrable. If a:,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,8a574f1b-1bc0-4506-9e66-24d89cc949c3,Hard Cover,9.1.6,Unless specifically described as "soft cover" (see Rule 4.1.4.2) in the written stage briefing~ all props~ walls~ barriers~ vision screens and other obstacles are deemed to be impenetrable "hard cover". If a:,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,60595ff3-ab2f-4900-990a-1a65c81f7359,Target Sticks,9.1.7,Are neither Hard Cover nor Soft Cover. Shots which have passed wholly or partially through target sticks and which hit a paper or metal target will count for score or penalty~ as the case may be.,391c9a9d-a558-49b3-bb11-674e59ab1764,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,04c70742-aaed-4732-bd3d-c744171a5623,,9.2.1,"Comstock" � Unlimited time stops on the last shot~ unlimited number of shots to be fired~ stipulated number of hits per target to count for score.,05a5fe3b-44ba-4981-a126-6ce09af0986f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,6d13a1f3-ad80-4c0c-afdd-50ab46c3b2c7,,9.2.2,Stage results must rank competitors within the relevant Division in descending order of individual stage points achieved~ calculated to 4 decimal places.,05a5fe3b-44ba-4981-a126-6ce09af0986f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f1d46da2-cb41-4b95-a9ae-5de02fa2c4da,,9.2.3,Match results must rank competitors within the relevant Division in descending order of the combined total of individual stage points achieved~ calculated to 4 decimal places.,05a5fe3b-44ba-4981-a126-6ce09af0986f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,aa0b59d3-666a-4316-afb3-bbad330116ce,,9.3.1,If~ in the opinion of the Match Director~ a tie in match results must be broken~ the affected competitors must shoot one or more courses of fire~ nominated or created by the Match Director~ until the tie is broken. The result of a tiebreaker will only be used to determine the final placing of the affected competitors~ and their original match points will remain unchanged. Ties must never be broken by chance.,44592802-ff75-4aee-a934-5bcd90468dac,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b856b0f6-f0a5-4256-b6fe-bb27a9c2c3ae,,9.4.1,Scoring hits on IPSC targets will be scored in accordance with the values approved by the IPSC Assembly (see Appendices B and C and below). Frangible targets will usually score 5 points.,a02e0b90-72df-4936-addf-cca4aa044653,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,4c4faa1c-2d82-4a30-839f-e588733d0d4a,,9.4.2,Each hit visible on the scoring area of a paper no-shoot will be penalized minus 10 points~ up to a maximum of 2 hits per no-shoot.,a02e0b90-72df-4936-addf-cca4aa044653,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a497968c-8452-4ed4-9431-7b26441df599,,9.4.3,Metal no-shoots must be shot and fall~ overturn or self-indicate to score and then will be penalized minus 10 points.,a02e0b90-72df-4936-addf-cca4aa044653,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,00252a4b-05cb-48e3-ad44-cdc19e7d1008,,9.4.4,Each miss will be penalized minus 10 points~ except in the case of disappearing targets (see Rule 9.9.2).,a02e0b90-72df-4936-addf-cca4aa044653,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,62111556-0fd5-44cd-a001-43b17cbc58ea,,9.5.1,Unless otherwise specified in the written stage briefing~ scoring paper targets must be shot with a minimum of one round each~ with the best two hits to score. Scoring metal targets must be shot with a minimum of one round each and must fall or otherwise react to score.,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,133a7d22-f1df-487c-8c13-8a2723249b4e,,9.5.2,If the bullet diameter of a hit on a scoring target touches the scoring line between two scoring areas~ or the line between the non-scoring border and a scoring area~ or if it crosses multiple scoring areas~ it will be scored the higher value.,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f094f44f-36db-4203-bfaa-71f4459c0dd4,,9.5.3,If a bullet diameter touches the scoring area of overlapping scoring targets and/or no-shoots~ it will earn all applicable scores and penalties.,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,90247757-34dd-4014-8e8e-13d30826b42e,,9.5.4,Radial tears radiating outwards from the diameter of a bullet hole will not count for score or penalty.,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,57f125f2-3155-43bb-b168-6aa392e11019,,9.5.5,The minimum score for a stage will be zero.,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,442405ea-59f2-45ee-a208-4d1e289348b8,,9.5.6,A competitor who fails to engage the front of each scoring target in a course of fire with at least one round will incur one procedural penalty per target for failure to engage at the target~ as well as appropriate penalties for misses (see Rule 10.2.7).,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f5771c2d-615f-4de7-8c4d-f95c5eb23d1b,,9.5.7,Hits visible on a scoring paper target or no-shoot~ which are the result of shots fired through the rear of that or another scoring paper target or no-shoot~ and/or hits which fail to create a clearly distinguishable hole through the front of a scoring paper target or no-shoot~ will not count for score or penalty~ as the case may be.,e4de5b07-7b64-42a0-af78-86fd3422be05,cdb32d12-3aa3-48cf-8c61-35e79ed20813
