DISCIPLINE,9a343f59-e142-4d31-b0d2-c6be6925a106,ActionAir
CHAPTER,8563f3dd-787b-42e6-ae77-e3ee2dbd93ef,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,02ef8e05-c41b-4012-b579-713b87e198ba,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,8af0bcd7-f99e-4856-9e50-f3ec7ec296ed,Course Information,3,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,91e69ce1-bc0d-49be-8f26-48fbe81a584e,Range Equipment,4,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,687755c6-7542-4ec3-9cec-273f1e645f1d,Competitor Equipment,5,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,0c9fe70a-275c-415d-abdb-bc4ff0a81096,Match Structure,6,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,38c96a8a-89bf-453d-8cca-a12fc28c11d2,Match Management,7,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,feb1fc5f-e176-4be6-8280-183cb3752e62,The Course of Fire,8,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,88db1f00-ca62-4449-89d4-bf2f291cdc34,Scoring,9,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,5cdb76ee-e7cb-4667-addf-71f34186a872,Penalties and Disqualifications,10,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,fe536705-5d38-4e99-b75e-f5e9638efb5d,Arbitration and Interpretation of Rules,11,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,01b3528a-7163-4745-ab14-654f99b672a7,Miscellaneous Matters,12,,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,60e5bf46-7305-4c44-b70f-55117b2b49f3,,8.1.4,Unless complying with a Division requirement (see Appendix D)~ a competitor must not be restricted on the number of projectiles to be loaded or reloaded in a handgun. Written stage briefings may only stipulate when the firearm is to be loaded or when mandatory reloads are required~ when permitted under Rule 1.1.5.2.,2c5983a3-c100-4197-8617-a026ce6bc992,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,fd068982-ee0f-435e-9c75-7ec74f9a928e,,8.1.5,In respect of handguns used at IPSC matches~ the following definitions apply:,2c5983a3-c100-4197-8617-a026ce6bc992,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,015eff3b-e2c3-4bc1-9414-a6e3e8337f7a,,8.2.1,The handgun is prepared as specified in the written stage briefing~ and is in compliance with the requirements of the relevant Division.,4755ae87-b7f7-4f4f-83e3-4654d63596a8,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,f675924f-2c50-4680-925f-c69763f9f647,,8.2.2,The competitor assumes the start position as specified in the written stage briefing. Unless otherwise specified~ the competitor must stand erect~ facing downrange~ with the handgun loaded and holstered~ and arms hanging naturally by the sides (see Appendix E2). A competitor who attempts or completes a course of fire where an incorrect start position was used may be required by a Range Officer to reshoot the course of fire.,4755ae87-b7f7-4f4f-83e3-4654d63596a8,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,f6c702a8-4124-4d72-8f94-e476e6858561,,8.2.3,A course of fire must never require or allow a competitor to touch or hold a handgun~ loading device or projectile after the "Standby" command and before the Start Signal (except for unavoidable touching with the lower arms).,4755ae87-b7f7-4f4f-83e3-4654d63596a8,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,b3791569-0a47-49f6-ae4f-a291ddfb5a19,,8.2.4,A course of fire must never require the competitor to draw a handgun from the holster with the weak hand.,4755ae87-b7f7-4f4f-83e3-4654d63596a8,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0c520140-5053-44ae-b2f7-61efbf246ebb,,8.2.5,A course of fire must never require the competitor to re-holster a handgun after the Start Signal. However~ a competitor may re-holster provided this is accomplished safely~ and the handgun is either unloaded or in a ready condition stated in Section 8.1. Violations will be subject to disqualification (see Rule 10.5.11).,4755ae87-b7f7-4f4f-83e3-4654d63596a8,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,600bbebb-c080-4e91-8a55-9f6430b74f16,,8.3.1,"Load And Make Ready" (or "Make Ready" for starts with an unloaded firearm) � This command signifies the start of "the Course of Fire". Under the direct supervision of the Range Officer the competitor must face downrange~ or in a safe direction as specified by the Range Officer~ fit eye protection~ and prepare the firearm in accordance with the written stage briefing. The competitor must then assume the required start position. At this point~ the Range Officer will proceed.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,8b5508fa-93e7-4739-aa14-28a4c602a4b8,,8.3.2,"Are You Ready?" � The lack of any negative response from the competitor indicates that he fully understands the requirements of the course of fire and is ready to proceed. If the competitor is not ready at this command~ he must state "Not Ready". When the competitor is ready he should assume the required start position to indicate his readiness to the Range Officer.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,d83b4c41-584a-41bf-824d-5f483e835eda,,8.3.3,"Standby" � This command should be followed by the Start Signal within 1 to 4 seconds (also see Rule 10.2.6).,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,38709fab-6d89-40d9-b6ba-1a85c2bdd48d,,8.3.4,"Start Signal" � The signal for the competitor to begin their attempt at the course of fire. If a competitor fails to react to a Start Signal~ for any reason~ the Range Officer will confirm that the competitor is ready to attempt the course of fire~ and will resume the range commands from "Are You Ready?",f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,09e9c894-513d-4b74-b88a-5a14c63bb5c4,,8.3.5,"Stop" � Any Range Officer assigned to a stage may issue this command at any time during the course of fire. The competitor must immediately cease firing~ stop moving and wait for further instructions from the Range Officer.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,bd62bcb1-8634-47f0-9a49-feea3ec34d2a,,8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his handgun and present it for inspection by the Range Officer with the muzzle pointed downrange~ magazine removed~ slide locked or held open~ and chamber empty.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,5011eff8-e758-4cfd-89b5-1849e3e86381,,8.3.7,"If Clear~ Hammer Down~ Holster" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the handgun safely downrange~ the competitor must perform a final safety check of the handgun as follows:,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,9c794f66-ddce-4f28-9874-2a2e90cefe38,,8.3.8,"Range Is Clear" � Competitors or Match Personnel must not move forward of~ or away from~ the firing line or final shooting location until this declaration is given by the Range Officer. Once the declaration is made~ officials and competitors may move forward to score~ patch~ reset targets etc.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,ad96c0e7-c49a-44ea-968c-e1858a1e62c6,,8.3.9,A competitor with a severe hearing disability may~ subject to prior approval of the Range Master~ be entitled to have the foregoing verbal Range Communications supplemented by visual and/or physical signals.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,aa368108-8758-4184-a868-2902b1c55bee,,8.3.10,There are no fixed range communications designated for use at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not handle their handguns until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,f4a1bf51-f385-424f-a661-8e68626327df,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,00d25d30-6964-4bed-bc5b-a02b50b81878,,8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard except where specifically permitted (see Rules 8.1.2.5 and 8.3.7.1)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,0e975d96-5b6b-4b6e-8528-3a959b9bd79d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,05c71eb1-cc5c-48a5-bad0-8ffcc58ffcdb,,8.5.1,Except when the competitor is actually aiming or shooting at targets~ all movement must be accomplished with the fingers visibly outside the trigger guard and the external safety should be applied. The firearm must be pointed in a safe direction. "Movement" is defined as any of the actions below:,ca534f7f-10e0-4f75-9390-c803e6000b4c,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,9e048266-e0c7-4813-be1b-edcf418c56fb,,8.6.1,No assistance of any kind can be given to a competitor during a course of fire~ except that any Range Officer assigned to a stage may issue safety warnings to a competitor at any time. Such warnings will not be grounds for the competitor to be awarded a reshoot.,d0088a4a-529d-40e4-9761-308f5a066862,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,88b3331c-bc77-41c7-b1e2-614b6eb92642,,8.6.2,Any person providing assistance to a competitor during a course of fire without the prior approval of a Range Officer (and the competitor receiving such assistance) may~ at the discretion of a Range Officer~ incur a procedural penalty for that stage and/or be subject to Section 10.6.,d0088a4a-529d-40e4-9761-308f5a066862,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,af94232f-ebe0-4c5b-a6ba-17b3ed850e3a,,8.6.3,Any person verbally or otherwise interfering with a competitor during his attempt at a course of fire may be subject to Section 10.6. If the Range Officer believes that the interference significantly affected the competitor~ he must report the incident to the Range Master~ who may~ at his discretion~ offer the affected competitor a reshoot.,d0088a4a-529d-40e4-9761-308f5a066862,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,046ce000-6df7-4d73-9e9a-2234bb0b259f,,8.6.4,In the event that inadvertent contact with the Range Officer or another external influence has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,d0088a4a-529d-40e4-9761-308f5a066862,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0963a5c9-afb8-4653-8344-30105d4c5d10,,8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must immediately be terminated and the competitor required to reshoot the course of fire. If the competitor notices the problem before the Range Officer~ he must immediately self-stop~ cease firing~ point his firearm in a safe direction and wait for further instructions from the Range Officer. However~ if the competitor fails to comply with the above procedure~ the provisions of Sections 10.4 and 10.5 will apply.,d0088a4a-529d-40e4-9761-308f5a066862,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,1a4a2c9d-02a2-4962-8320-09646f07de6e,,8.6.6,Drones or other remotely controlled devices are prohibited unless their use is approved in advance by the Match Director.,d0088a4a-529d-40e4-9761-308f5a066862,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,f40d50ca-ea24-4c79-b09b-edf1c3967b0b,,8.7.1,Competitors are prohibited from taking a sight picture and/or dry firing prior to the Start Signal. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match. Competitors may~ while pointing their firearm directly at the ground in front of them~ adjust electronic sights.,e950a5b2-9828-4be3-957a-c5afca8b4e32,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,9d8ec223-e77e-4f89-828e-b33c2216fd18,,8.7.2,Competitors are prohibited from using any sighting aid (e.g. the whole or part of an imitation or replica firearm~ any part of a real firearm including any accessories thereof etc.)~ except for their own hands~ while conducting their inspection ("walkthrough") of a course of fire. Violations will incur one procedural penalty per occurrence (also see Rule 10.5.1).,e950a5b2-9828-4be3-957a-c5afca8b4e32,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,62fc0c09-b532-4034-b25b-bf4a2128b561,,8.7.3,No person is permitted to enter or move through a course of fire without the prior approval of a Range Officer assigned to that course of fire~ or the Range Master. Violations will incur a warning for the first offense but may be subject to the provisions of Section 10.6 for subsequent offenses.,e950a5b2-9828-4be3-957a-c5afca8b4e32,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,562c0534-f064-4474-aea4-59770709ab8e,Approaching Targets,9.1.1,While scoring is in progress~ competitors or their delegate must not approach any target closer than 1 meter without the authorization of the Range Officer. Violation will result in a warning for the first offense~ but the competitor or his delegate may~ at the discretion of the Range Officer~ incur a procedural penalty for subsequent occurrences in the same match.,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,256ba45d-ca0f-4571-ac96-c9c846b249a5,Touching Targets,9.1.2,While scoring is in progress competitors or their delegate must not touch~ gauge or otherwise interfere with any target without the authorization of the Range Officer. Should a Range Officer deem that a competitor or their delegate has influenced or affected the scoring process due to such interference~ the Range Officer may:,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,f67b46ad-4040-49fc-82d7-cfd560d1f7b8,Prematurely Patched Targets,9.1.3,If a target is prematurely patched or taped~ preventing the determination of the actual score~ the Range Officer must order the competitor to reshoot the course of fire.,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,b0d0337a-f97a-4053-bbf5-dce031df0159,Unrestored Targets,9.1.4,If~ following completion of a course of fire by a previous competitor~ one or more targets have not been properly patched or taped for the competitor being scored~ the Range Officer must judge whether or not an accurate score can be determined. If there are extra scoring hits or questionable penalty hits thereon~ and it is not obvious which hits were made by the competitor being scored~ the affected competitor must be ordered to reshoot the course of fire.,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,ee923799-a7d4-41dc-b827-d763d579cfa4,Impenetrable,9.1.5,The scoring area of all IPSC scoring targets and no-shoots is deemed to be impenetrable. If a:,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,221938dd-e607-4305-9533-7017411bc83b,Hard Cover,9.1.6,Unless specifically described as "soft cover" (see Rule 4.1.4.2) in the written stage briefing~ all props~ walls~ barriers~ vision screens and other obstacles are deemed to be impenetrable "hard cover". If a:,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,a6fd00d0-8033-404f-9553-f96172e53309,Target Sticks,9.1.7,Are neither Hard Cover nor Soft Cover. Shots which have passed wholly or partially through target sticks and which hit a paper target or which strike down a rigid target will count for score or penalty~ as the case may be.,ac11ee5d-0098-493c-b8ac-d148ae27a7a9,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,1308c000-3a0a-4e10-8fcb-38406823feb2,,9.2.1,"Comstock" � Unlimited time stops on the last shot as recorded by the timer and/or Stop Plate~ unlimited number of shots to be fired~ stipulated number of hits per target to count for score.,ffa2fb7b-9e70-446c-95cc-940fac5c2a55,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,deaaa6f2-5d74-425c-b21e-3f0985bd25d9,,9.2.2,Stage results must rank competitors within the relevant Division in descending order of individual stage points achieved~ calculated to 4 decimal places.,ffa2fb7b-9e70-446c-95cc-940fac5c2a55,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,47f7c220-f294-4173-84bd-d10c59d9542d,,9.2.3,Match results must rank competitors within the relevant Division in descending order of the combined total of individual stage points achieved~ calculated to 4 decimal points.,ffa2fb7b-9e70-446c-95cc-940fac5c2a55,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,b2b4a8a5-e710-4c90-a3a8-14e0ed32f2e7,,9.3.1,If~ in the opinion of the Match Director~ a tie in match results must be broken~ the affected competitors must shoot one or more courses of fire~ nominated or created by the Match Director~ until the tie is broken. The result of a tiebreaker will only be used to determine the final placing of the affected competitors~ and their original match points will remain unchanged. Ties must never be broken by chance.,829a4226-4030-4ab1-9847-1085c8117b99,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,d78d0efd-491c-4f5b-b78b-286001a2f774,,9.4.1,Hits on IPSC targets and no-shoots will be scored in accordance with the values approved by the IPSC Assembly (see Appendices B and C and below).,91b6bde5-82fa-423d-a7d7-85664ed21787,9a343f59-e142-4d31-b0d2-c6be6925a106
