DISCIPLINE,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0,Shotgun
CHAPTER,a522ef74-8f0a-4b4b-bc96-c2686648c948,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,d7eadec7-988c-41ea-bcd8-12eeba5062f9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,4ee10809-42e9-44a7-b336-7aea1ea4ba68,Course Information,3,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,3525567f-1076-4514-ba19-f0b78c2c7650,Range Equipment,4,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,36e03673-8c72-4467-bdbd-fc2fd11f90d1,Competitor Equipment,5,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,22167b43-a0ec-4636-8d27-4fd082140bd8,Match Structure,6,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,92cfdc12-6b8c-42f9-a5ab-5e0132d330e0,Match Management,7,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,052d3107-1381-4ebc-9e5e-5fb45ed6074f,The Course of Fire,8,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,e59f5405-335f-4249-88ad-2ead96add2fd,Scoring,9,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,634b991c-2597-4d52-a8bf-e91540544366,Penalties and Disqualifications,10,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,54a6c27c-06c4-44a2-b503-64735c7fcebe,Arbitration and Interpretation of Rules,11,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,766fcc57-a446-4f58-ac29-3c60c90b27aa,Miscellaneous Matters,12,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,12c5f98a-f353-45ef-adfb-5549148a1637,,8.2.3,A course of fire must never require or allow a competitor to touch or hold a magazine~ loading device or ammunition~ other than a magazine fitted to the shotgun~ after the "Standby" command and before the Start Signal (except for unavoidable touching with the lower arms).,90a9c245-ce32-4e2e-8f4a-3da8a61e4de6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b8b4c894-e975-421a-bc03-525cc898e1b8,,8.3.1,"Load And Make Ready" (or "Make Ready" for starts with an unloaded firearm) � This command signifies the start of "the Course of Fire". Under the direct supervision of the Range Officer the competitor must face downrange~ or in a safe direction as specified by the Range Officer~ fit eye and ear protection~ and prepare the firearm in accordance with the written stage briefing. The competitor must then assume the required start position. At this point~ the Range Officer will proceed.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a199df53-4dec-4a84-8aa4-d33e74c2581a,,8.3.2,"Are You Ready?" � The lack of any negative response from the competitor indicates that he fully understands the requirements of the course of fire and is ready to proceed. If the competitor is not ready at this command~ he must state "Not Ready". When the competitor is ready he should assume the required start position to indicate his readiness to the Range Officer.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6d00db33-78a2-4eaf-94b0-126784ec1f06,,8.3.3,"Standby" � This command should be followed by the Start Signal within 1 to 4 seconds (also see Rule 10.2.6).,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c016aeb7-ed84-49c6-b8b0-848ce587dcbd,,8.3.4,"Start Signal" � The signal for the competitor to begin their attempt at the course of fire. If a competitor fails to react to a Start Signal~ for any reason~ the Range Officer will confirm that the competitor is ready to attempt the course of fire~ and will resume the range commands from "Are You Ready?",2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,fc77c1ed-09da-43bd-b5dc-9408dba81cd1,,8.3.5,"Stop" � Any Range Officer assigned to a stage may issue this command at any time during the course of fire. The competitor must immediately cease firing~ stop moving and wait for further instructions from the Range Officer.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,09f9bc62-c100-42d2-beef-334e2b6c9c65,,8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his shotgun and present it for inspection by the Range Officer with the muzzle pointed downrange~ fixed magazine empty or detachable magazine removed and chamber(s) empty~ action open.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,e8c8a49a-e47f-4b41-acd8-a1a4ae8c8089,,8.3.7,"If Clear~ Hammer Down~ Open Action" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the shotgun safely downrange~ the competitor must perform a final safety check of the shotgun as follows:,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ea6af48d-c6ee-4112-8872-6a6076f97dd4,,8.3.8,"Range Is Clear" � Competitors or Match Personnel must not move forward of~ or away from~ the firing line or final shooting location until this declaration is given by the Range Officer. Once the declaration is made~ officials and competitors may move forward to score~ patch~ reset targets etc.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,27978d00-81cd-484f-af27-38001533fc9e,,8.3.9,A competitor with a severe hearing disability may~ subject to prior approval of the Range Master~ be entitled to have the foregoing verbal Range Communications supplemented by visual and/or physical signals.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,67f4e9cb-158d-4a71-a30c-f89e9049603e,,8.3.10,There are no fixed range communications designated for use at the chronograph station or at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not handle their handguns~ or remove chamber safety flags from long guns~ as the case may be~ until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,2e5379a6-8467-4bea-985a-f7a4e100ea10,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,5be63c7e-7e00-430d-9576-a0f38d763b55,,8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard~ except where specifically permitted (see Rules 8.3.7.1 and 10.5.9)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,340a700f-b513-4726-8a50-c06a83691471,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,72359354-185d-43a0-ba9b-f23d4e87a53e,,8.5.1,Except when the competitor is actually aiming or shooting at targets~ all movement must be accomplished with the fingers visibly outside the trigger guard and the external safety should be applied. The firearm must be pointed in a safe direction. "Movement" is defined as any of the actions below:,f0481a58-a9b8-422e-a853-be5fc56593d7,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,694e9f7b-8476-4fad-aada-0954ea87472e,,8.6.1,No assistance of any kind can be given to a competitor during a course of fire~ except that any Range Officer assigned to a stage may issue safety warnings to a competitor at any time. Such warnings will not be grounds for the competitor to be awarded a reshoot.,a3b48d6b-d03b-4d86-8faf-f35cfb9a062c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,30606804-6a9c-465c-8003-70a287b4c655,,8.6.2,Any person providing assistance to a competitor during a course of fire without the prior approval of a Range Officer (and the competitor receiving such assistance) may~ at the discretion of a Range Officer~ incur a procedural penalty for that stage and/or be subject to Section 10.6.,a3b48d6b-d03b-4d86-8faf-f35cfb9a062c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7d14d33c-ce8d-48cd-92de-1c11d6c03f23,,8.6.3,Any person verbally or otherwise interfering with a competitor during his attempt at a course of fire may be subject to Section 10.6. If the Range Officer believes that the interference significantly affected the competitor~ he must report the incident to the Range Master~ who may~ at his discretion~ offer the affected competitor a reshoot.,a3b48d6b-d03b-4d86-8faf-f35cfb9a062c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ef74e532-609d-4751-9552-8cb6ae2c2882,,8.6.4,In the event that inadvertent contact with the Range Officer or another external influence has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,a3b48d6b-d03b-4d86-8faf-f35cfb9a062c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6741c0ba-ca44-4a44-a9dc-f366d515ec5e,,8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must immediately be terminated and the competitor required to reshoot the course of fire. If the competitor notices the problem before the Range Officer~ he must immediately self-stop~ cease firing~ point his firearm in a safe direction and wait for further instructions from the Range Officer. However~ if the competitor fails to comply with the above procedure~ the provisions of Sections 10.4 and 10.5 will apply.,a3b48d6b-d03b-4d86-8faf-f35cfb9a062c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,0d8bfe56-839a-4182-ae7a-d93f877c78fb,,8.6.6,Drones or other remotely controlled devices are prohibited unless their use is approved in advance by the Match Director.,a3b48d6b-d03b-4d86-8faf-f35cfb9a062c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a95b6796-1ff7-44c2-9ce4-60a696df05c7,,8.7.1,Competitors are prohibited from taking a sight picture and/or dry firing prior to the Start Signal. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match. Competitors may~ while pointing their firearm directly at the ground in front of them~ adjust electronic sights.,21b6780c-12f1-4b8e-a969-7bd77b9a4896,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,58fc90a1-530b-4ceb-aa42-f99234ce867e,,8.7.2,Competitors are prohibited from using any sighting aid (e.g. the whole or part of an imitation or replica firearm~ any part of a real firearm including any accessories thereof etc.)~ except for their own hands~ while conducting their inspection ("walkthrough") of a course of fire. Violations will incur one procedural penalty per occurrence (also see Rule 10.5.1).,21b6780c-12f1-4b8e-a969-7bd77b9a4896,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,012df067-20c6-4cd5-80f1-b0954bb6c63e,,8.7.3,No person is permitted to enter or move through a course of fire without the prior approval of a Range Officer assigned to that course of fire~ or the Range Master. Violations will incur a warning for the first offense but may be subject to the provisions of Section 10.6 for subsequent offenses.,21b6780c-12f1-4b8e-a969-7bd77b9a4896,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,21f83eb0-0bc7-48ad-9208-6242fffd9789,Approaching Targets,9.1.1,While scoring is in progress~ competitors or their delegate must not approach any target closer than 1 meter without the authorization of the Range Officer. Violation will result in a warning for the first offense~ but the competitor or his delegate may~ at the discretion of the Range Officer~ incur a procedural penalty for subsequent occurrences in the same match.,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,880a794e-6e9a-4603-bcae-33d0306f037b,Touching Targets,9.1.2,While scoring is in progress competitors or their delegate must not touch~ gauge or otherwise interfere with any target without the authorization of the Range Officer. Should a Range Officer deem that a competitor or their delegate has influenced or affected the scoring process due to such interference~ the Range Officer may:,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d493f563-eb68-40d9-9476-779406352d67,Prematurely Patched Targets,9.1.3,If a target is prematurely patched or taped~ preventing the determination of the actual score~ the Range Officer must order the competitor to reshoot the course of fire.,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a96d7f86-469c-4694-aba8-6f469208f1ba,Unrestored Targets,9.1.4,If~ following completion of a course of fire by a previous competitor~ one or more targets have not been properly patched or taped for the competitor being scored~ the Range Officer must judge whether or not an accurate score can be determined. If there are extra scoring hits or questionable penalty hits thereon~ and it is not obvious which hits were made by the competitor being scored~ the affected competitor must be ordered to reshoot the course of fire.,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,cd7213c8-8cc9-4e63-bb57-69e79115850b,Impenetrable,9.1.5,The scoring area of all IPSC scoring targets and no-shoots is deemed to be impenetrable. If a:,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b33c2c0c-074e-4236-860e-232a48944fe0,Hard Cover,9.1.6,All props~ walls~ barriers~ vision screens and other obstacles are deemed to be impenetrable "hard cover". If a:,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,13a2012e-8d9c-4987-b594-f3bcaf802fa6,Target Sticks,9.1.7,Are not Hard Cover. Shots which have passed wholly or partially through target sticks and which hit a paper or metal target will count for score or penalty~ as the case may be.,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,5825b785-e760-4a60-b834-348b41fd99c8,Birdshot Hits on Paper Targets,9.1.8,Hits from birdshot on a paper target will not count for score.,21c26498-e5f7-442d-92aa-b23a284ac7c5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,df05f232-f21f-447d-812f-4cd90b66d829,,9.2.1,"Comstock" � Unlimited time stops on the last shot~ unlimited number of shots to be fired~ stipulated number of hits per target to count for score.,20dc6b47-791e-4a4a-bfc0-5dffaf4f59cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c41de4da-787f-476b-a8cb-410394b15045,,9.2.2,Stage results must rank competitors within the relevant Division in descending order of individual stage points achieved~ calculated to 4 decimal places.,20dc6b47-791e-4a4a-bfc0-5dffaf4f59cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a41a6800-cea1-4fa5-a29f-64fa62c718ae,,9.2.3,Match results must rank competitors within the relevant Division in descending order of the combined total of individual stage points achieved~ calculated to 4 decimal places.,20dc6b47-791e-4a4a-bfc0-5dffaf4f59cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b570895b-94bf-44bc-a46a-3b972e496def,,9.3.1,If~ in the opinion of the Match Director~ a tie in match results must be broken~ the affected competitors must shoot one or more courses of fire~ nominated or created by the Match Director~ until the tie is broken. The result of a tiebreaker will only be used to determine the final placing of the affected competitors~ and their original match points will remain unchanged. Ties must never be broken by chance.,c0ec5a51-bda3-4ae4-b7fe-6beefb948e48,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,9ed1ab49-0ff0-4374-b39f-57cefaeabaf5,,9.4.1,Scoring hits on IPSC targets will be scored in accordance with the values approved by the IPSC Assembly (see Appendices B and C and below). Frangible targets will usually score 5 points.,fc9997ee-dfaf-4101-b549-be5acd90bd6d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,e7f76395-689d-4d17-a86e-2c471189ea4a,,9.4.2,Each hit visible on the scoring area of a paper no-shoot will be penalized minus 10 points~ up to a maximum of 2 hits per no-shoot.,fc9997ee-dfaf-4101-b549-be5acd90bd6d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,aa7add64-1bbd-4636-af52-04c84984fd85,,9.4.3,Metal no-shoots must be shot and fall~ overturn or self-indicate to score and then will be penalized minus 10 points.,fc9997ee-dfaf-4101-b549-be5acd90bd6d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,807c7abc-ce93-4f90-8411-63ea58bedf4b,,9.4.4,Each miss will be penalized minus 10 points~ except in the case of disappearing targets (see Rule 9.9.2).,fc9997ee-dfaf-4101-b549-be5acd90bd6d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7892ca1c-04a4-47b0-9f52-f27665d28cc5,,9.5.1,Scoring paper targets must be engaged with a minimum of one round each. In the case of slug ammunition 1 or 2 hits can be nominated to score (the default is 1 hit). In the case of buckshot ammunition the best two hits count for score i.e. the two highest scoring strikes of any pellets from any buckshot rounds fired.,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,658c10d3-7eea-4ab9-9e6f-4e6025ed67a8,,9.5.2,If the diameter of a hit from a slug or a buckshot pellet on a scoring paper target touches the scoring line between two scoring areas~ or the line between the non-scoring border and a scoring area~ or if it crosses multiple scoring areas~ it will be scored the higher value.,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,44adde65-440c-454d-a655-9d69f5009e6f,,9.5.3,If the diameter of a hit from a slug or a buckshot pellet touches the scoring area of overlapping scoring paper targets and/or paper no-shoots~ it will earn all applicable scores and penalties.,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,da23640f-04f3-4455-b5d2-b9155539288e,,9.5.4,Radial tears radiating outwards from the diameter of a slug or a buckshot pellet hole will not count for score or penalty.,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d6c5c2c1-0bd7-447b-bc46-122ec1137657,,9.5.5,The minimum score for a stage will be zero.,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,4a1c5e46-079c-4d43-8b0d-e7050f0e5889,,9.5.6,A competitor who fails to engage the front of each scoring target in a course of fire with at least one round will incur one procedural penalty per target for failure to engage the target~ as well as appropriate penalties for misses (see Rule 10.2.7).,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2d2d0d93-1f97-4cbf-9426-6aa58506a9e8,,9.5.7,Hits visible on a scoring paper target or no-shoot~ which are the result of shots fired through the rear of that or another scoring paper target or no-shoot~ and/or hits which fail to create a clearly distinguishable hole through the front of a scoring paper target or no-shoot~ will not count for score or penalty~ as the case may be.,6d02a219-189a-4ed4-87c6-44e45b3bb68e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
