DISCIPLINE,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83,Handgun
CHAPTER,d68b7723-d685-40d7-9b72-ecb1c638db9c,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,5bb699ac-dac3-4aba-a4f9-cba4f642c1c5,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,0dd0ecee-bb8c-494e-8720-74d5be5921a7,Course Information,3,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,3da79bf5-68ba-45f3-b983-a1274c2e59fe,Range Equipment,4,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,35bd0461-9cb3-4b77-94de-67f7f56a87af,Competitor Equipment,5,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e7531529-0ec1-4b51-b9cc-66ec25496dbe,Match Structure,6,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,877e64c4-14e6-4844-97b3-3da3437f6bd2,Match Management,7,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,eae65a73-4038-49eb-ba91-c51fd9ca590a,The Course of Fire,8,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e5d8a70a-cd17-432e-aa44-bbe4f91c526d,Scoring,9,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,51ee17e9-7f84-443a-9bf4-fdc4bd18f311,Penalties and Disqualifications,10,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,1c2d23c3-3dc5-455d-823e-01fafcc01921,Arbitration and Interpretation of Rules,11,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,a50bd0e4-4327-4cf0-b319-2f79c1224d74,Miscellaneous Matters,12,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a8ff6d66-ce35-484b-ba9b-cffaa40add2d,,8.3.1,"Load And Make Ready" (or "Make Ready" for starts with an unloaded firearm) � This command signifies the start of "the Course of Fire". Under the direct supervision of the Range Officer the competitor must face downrange~ or in a safe direction as specified by the Range Officer~ fit eye and ear protection~ and prepare the firearm in accordance with the written stage briefing. The competitor must then assume the required start position. At this point~ the Range Officer will proceed.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,dcf660bd-5a6d-4f77-b5b5-3919085295b5,,8.3.2,"Are You Ready?" � The lack of any negative response from the competitor indicates that he fully understands the requirements of the course of fire and is ready to proceed. If the competitor is not ready at this command~ he must state "Not Ready". When the competitor is ready he should assume the required start position to indicate his readiness to the Range Officer.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2775c37c-403e-49eb-881d-2d94ad5a194c,,8.3.3,"Standby" � This command should be followed by the Start Signal within 1 to 4 seconds (also see Rule 10.2.6).,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ffe3fece-93eb-4395-8e47-22528402b6b0,,8.3.4,"Start Signal" � The signal for the competitor to begin their attempt at the course of fire. If a competitor fails to react to a Start Signal~ for any reason~ the Range Officer will confirm that the competitor is ready to attempt the course of fire~ and will resume the range commands from "Are You Ready?",0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,61aed72b-72d0-405a-a190-e83e45016687,,8.3.5,"Stop" � Any Range Officer assigned to a stage may issue this command at any time during the course of fire. The competitor must immediately cease firing~ stop moving and wait for further instructions from the Range Officer.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,b3ca3620-c5ec-4470-80f9-33cc138445ce,,8.3.6,"If You Are Finished~ Unload And Show Clear" � If the competitor has finished shooting~ he must lower his handgun and present it for inspection by the Range Officer with the muzzle pointed downrange~ magazine removed~ slide locked or held open~ and chamber empty. Revolvers must be presented with the cylinder swung out and empty.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,21063474-ca38-4eb0-a375-fd094ac64bd6,,8.3.7,"If Clear~ Hammer Down~ Holster" � After issuance of this command~ the competitor must not resume shooting (see Rule 10.6.1). While continuing to point the handgun safely downrange~ the competitor must perform a final safety check of the handgun as follows:,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,228d9cec-376b-4d36-82b5-6c6fea14ddd5,,8.3.8,"Range Is Clear" � Competitors or Match Personnel must not move forward of~ or away from~ the firing line or final shooting location until this declaration is given by the Range Officer. Once the declaration is made~ officials and competitors may move forward to score~ patch~ reset targets etc.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,679b2e1a-10f1-4a01-a167-4f9d5c96a679,,8.3.9,A competitor with a severe hearing disability may~ subject to prior approval of the Range Master~ be entitled to have the foregoing verbal Range Communications supplemented by visual and/or physical signals.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,477671d6-9bfd-46c0-84a9-9e5536ec36cb,,8.3.10,There are no fixed range communications designated for use at the chronograph station or at an equipment compliance check (which may be conducted at a venue away from the shooting range). Competitors must not handle their handguns~ or remove chamber safety flags from long guns~ as the case may be~ until the examiner asks for them to be passed to him~ in accordance with his instructions. Violations are subject to Rule 10.5.1.,0b5c8662-3d47-48e5-a6df-02cb75831d4f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,05f6ccc8-45f9-44e5-bf4b-44367a5313cb,,8.4.1,When loading~ reloading or unloading during a course of fire~ the competitor's fingers must be visibly outside the trigger guard except where specifically permitted (see Rules 8.1.2.5 and 8.3.7.1)~ and the firearm must be pointed safely downrange or in another safe direction authorized by a Range Officer (see Rules 10.5.1 and 10.5.2).,1f6be45d-ffc4-4dab-9394-237b2164a911,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,6d5d8e5b-5944-45b7-a71c-1de9807d14cd,,8.5.1,Except when the competitor is actually aiming or shooting at targets~ all movement must be accomplished with the fingers visibly outside the trigger guard and the external safety should be applied. The firearm must be pointed in a safe direction. "Movement" is defined as any of the actions below:,309efcb4-3429-4932-9c55-3918aa1bea13,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,1d598f5d-79a1-42cb-915a-d26a15035610,,8.6.1,No assistance of any kind can be given to a competitor during a course of fire~ except that any Range Officer assigned to a stage may issue safety warnings to a competitor at any time. Such warnings will not be grounds for the competitor to be awarded a reshoot.,25282659-4019-4007-adfa-211acd295311,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,0bcdde46-dffa-4681-9d6c-817744a1365f,,8.6.2,Any person providing assistance to a competitor during a course of fire without the prior approval of a Range Officer (and the competitor receiving such assistance) may~ at the discretion of a Range Officer~ incur a procedural penalty for that stage and/or be subject to Section 10.6.,25282659-4019-4007-adfa-211acd295311,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,0a95aeea-4006-47dd-8648-3799114d1407,,8.6.3,Any person verbally or otherwise interfering with a competitor during his attempt at a course of fire may be subject to Section 10.6. If the Range Officer believes that the interference significantly affected the competitor~ he must report the incident to the Range Master~ who may~ at his discretion~ offer the affected competitor a reshoot.,25282659-4019-4007-adfa-211acd295311,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,946cf383-ab37-4c43-9aba-46e090739a1f,,8.6.4,In the event that inadvertent contact with the Range Officer~ or another external influence~ has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,25282659-4019-4007-adfa-211acd295311,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,bd1068cd-f007-4626-9582-b8293535a628,,8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must immediately be terminated and the competitor required to reshoot the course of fire. If the competitor notices the problem before the Range Officer~ he must immediately self-stop~ cease firing~ point his firearm in a safe direction and wait for further instructions from the Range Officer. However~ if the competitor fails to comply with the above procedure~ the provisions of Sections 10.4 and 10.5 will apply.,25282659-4019-4007-adfa-211acd295311,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,463281b4-107f-49fa-af93-e7c5ace76aa4,,8.6.6,Drones or other remotely controlled devices are prohibited unless their use is approved in advance by the Match Director.,25282659-4019-4007-adfa-211acd295311,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,cda9a9a5-a766-48cc-8170-d5c5c839c91d,,8.7.1,Competitors are prohibited from taking a sight picture and/or dry firing prior to the Start Signal. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match. Competitors may~ while pointing their firearm directly at the ground in front of them~ adjust electronic sights.,0dbcb31d-5ade-4979-8383-dc1e4681f08e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,7b818fbd-b328-4389-8e9c-0788d6ba344d,,8.7.2,Competitors are prohibited from using any sighting aid (e.g. the whole or part of an imitation or replica firearm~ any part of a real firearm including any accessories thereof etc.)~ except for their own hands~ while conducting their inspection ("walkthrough") of a course of fire. Violations will incur one procedural penalty per occurrence (also see Rule 10.5.1).,0dbcb31d-5ade-4979-8383-dc1e4681f08e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,c54cdf46-8db7-4ad1-b403-c81c5275dbde,,8.7.3,No person is permitted to enter or move through a course of fire without the prior approval of a Range Officer assigned to that course of fire~ or the Range Master. Violations will incur a warning for the first offense but may be subject to the provisions of Section 10.6 for subsequent offenses.,0dbcb31d-5ade-4979-8383-dc1e4681f08e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,456b2f4a-a5cb-48eb-8be8-c610554d845a,Approaching Targets,9.1.1,While scoring is in progress~ competitors or their delegate must not approach any target closer than 1 meter without the authorization of the Range Officer. Violation will result in a warning for the first offense~ but the competitor or his delegate may~ at the discretion of the Range Officer~ incur a procedural penalty for subsequent occurrences in the same match.,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,da2c238a-ccd2-4e7d-af3c-35d4226f84a6,Touching Targets,9.1.2,While scoring is in progress competitors or their delegate must not touch~ gauge or otherwise interfere with any target without the authorization of the Range Officer. Should a Range Officer deem that a competitor or their delegate has influenced or affected the scoring process due to such interference~ the Range Officer may:,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,826e60e1-6667-4073-8c93-8f66eafa36e8,Prematurely Patched Targets,9.1.3,If a target is prematurely patched or taped~ preventing the determination of the actual score~ the Range Officer must order the competitor to reshoot the course of fire.,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,40000087-0ba8-4acb-9ca4-986e99a8ab66,Unrestored Targets,9.1.4,If~ following completion of a course of fire by a previous competitor~ one or more targets have not been properly patched or taped for the competitor being scored~ the Range Officer must judge whether or not an accurate score can be determined. If there are extra scoring hits or questionable penalty hits thereon~ and it is not obvious which hits were made by the competitor being scored~ the affected competitor must be ordered to reshoot the course of fire.,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,93dc76ac-ec8d-4649-bb5a-6ad8671f721c,Impenetrable,9.1.5,The scoring area of all IPSC scoring targets and no-shoots is deemed to be impenetrable. If a:,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,4540b4df-ceb1-441c-b5b1-be19db383816,Hard Cover,9.1.6,Unless specifically described as "soft cover" (see Rule 4.1.4.2) in the written stage briefing~ all props~ walls~ barriers~ vision screens and other obstacles are deemed to be impenetrable "hard cover". If a:,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,f7227ed1-5b06-46b1-aafd-883346d3bc49,Target Sticks,9.1.7,Are neither Hard Cover nor Soft Cover. Shots which have passed wholly or partially through target sticks and which hit a paper or metal target will count for score or penalty~ as the case may be.,aa7d45de-7dfb-4306-b250-16a32e4234ae,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,79db87af-25a7-4066-a40f-c2e92256d825,,9.2.1,"Comstock" � Unlimited time stops on the last shot~ unlimited number of shots to be fired~ stipulated number of hits per target to count for score.,54ac7243-a7bd-4f67-bd47-6f9d2bfb9c27,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,45cc00cb-f765-4afb-9045-7d30fe5a5956,,9.2.2,Stage results must rank competitors within the relevant Division in descending order of individual stage points achieved~ calculated to 4 decimal places.,54ac7243-a7bd-4f67-bd47-6f9d2bfb9c27,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,733a46d6-b68d-4865-80fe-997e0cb2fd66,,9.2.3,Match results must rank competitors within the relevant Division in descending order of the combined total of individual stage points achieved~ calculated to 4 decimal places.,54ac7243-a7bd-4f67-bd47-6f9d2bfb9c27,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,fee054fc-9fff-4de1-ad72-e23593c7a68f,,9.3.1,If~ in the opinion of the Match Director~ a tie in match results must be broken~ the affected competitors must shoot one or more courses of fire~ nominated or created by the Match Director~ until the tie is broken. The result of a tiebreaker will only be used to determine the final placing of the affected competitors~ and their original match points will remain unchanged. Ties must never be broken by chance.,9bc7c4c8-ed71-4f6b-b7a7-99661bb155aa,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ab085e1f-159b-44df-9c4e-6b8643f860ed,,9.4.1,Hits on IPSC targets and no-shoots will be scored in accordance with the values approved by the IPSC Assembly (see Appendices B and C and below).,fec34822-388e-4475-98a6-ef0e22c6e33a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,0e69f32a-72de-45ba-9299-d60ebb906d42,,9.4.2,Each hit visible on the scoring area of a paper no-shoot will be penalized minus 10 points~ up to a maximum of 2 hits per no-shoot.,fec34822-388e-4475-98a6-ef0e22c6e33a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,b6f02126-66f2-413d-89cf-fd674fd8f627,,9.4.3,Each hit visible on the scoring area of a metal no-shoot will be penalized minus 10 points~ up to a maximum of 2 hits per no-shoot~ regardless of whether or not it is designed to fall.,fec34822-388e-4475-98a6-ef0e22c6e33a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,e9c94550-c9ce-4602-a455-632230a65dbe,,9.4.4,Each miss will be penalized minus 10 points~ except in the case of disappearing targets (see Rule 9.9.2).,fec34822-388e-4475-98a6-ef0e22c6e33a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a0cfb1d2-caa4-412b-ab59-209df2248e88,,9.5.1,Unless otherwise specified in the written stage briefing~ scoring paper targets must be shot with a minimum of one round each~ with the best two hits to score. Scoring metal targets must be shot with a minimum of one round each and must fall to score.,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,531c6bb9-a13a-4dc7-a60f-2c6d2787b9cd,,9.5.2,If the bullet diameter of a hit on a scoring target touches the scoring line between two scoring areas~ or the line between the non-scoring border and a scoring area~ or if it crosses multiple scoring areas~ it will be scored the higher value.,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,f8889af2-69ca-4b7b-a7df-b7ebc597502e,,9.5.3,If a bullet diameter touches the scoring area of overlapping scoring targets and/or no-shoots~ it will earn all applicable scores and penalties.,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,5f61db24-7f67-4a1e-baed-a8b2750a9cea,,9.5.4,Radial tears radiating outwards from the diameter of a bullet hole will not count for score or penalty.,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,762fee79-01fa-4aa4-9eda-8a667bb4b6dc,,9.5.5,The minimum score for a stage will be zero.,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,42859ce6-f591-4bfc-8554-55840487a62d,,9.5.6,A competitor who fails to engage the front of each scoring target in a course of fire with at least one round will incur one procedural penalty per target for failure to engage the target~ as well as appropriate penalties for misses (see Rule 10.2.7).,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,fd817875-f744-4505-a27e-ea9d04d6f858,,9.5.7,Hits visible on a scoring paper target or no-shoot~ which are the result of shots fired through the rear of that or another scoring paper target or no-shoot~ and/or hits which fail to create a clearly distinguishable hole through the front of a scoring paper target or no-shoot~ will not count for score or penalty~ as the case may be.,d7fdd163-2402-4b5f-801a-9c21af6f0913,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,92c1061a-6b81-4a41-ae26-8d7a8914df36,,9.6.1,After the Range Officer has declared "Range is Clear"~ the competitor or their delegate will be permitted to accompany the official responsible for scoring to verify the scoring.,23ddaa7b-90c8-47e5-9804-467c622ab856,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
