DISCIPLINE,3700a212-379c-481f-8f83-411e39ef933e,Rifle
CHAPTER,0997cc5b-cd44-4538-8e8f-ceecb847e225,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,3364ea61-7afa-47d4-8a74-097dcda9782d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,1510b2a4-c144-4b89-8738-99db16ed0645,Course Information,3,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,ed8f1157-49a5-4818-a070-d0382b5295fd,Range Equipment,4,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,66f3c913-adfa-4e0a-8b9d-34acc3fdaaed,Competitor Equipment,5,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,a78afaff-fb32-4bd0-b4ca-adc0d4337ffb,Match Structure,6,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,bcd268aa-65a3-48c4-96ba-b7bd784767d8,Match Management,7,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,71474aaf-f746-4dc2-9bce-f2a68650bf00,The Course of Fire,8,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,37751464-065d-44d3-b43b-5f0c09f3e5be,Scoring,9,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,6e8abd5c-7085-46cf-8413-964c5c31da97,Penalties and Disqualifications,10,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,59a57a35-9fb6-40f7-98fe-a7c57fdbfc87,Arbitration and Interpretation of Rules,11,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,2b864bac-666b-40d4-972d-c115293937cb,Miscellaneous Matters,12,,3700a212-379c-481f-8f83-411e39ef933e
RULE,052e90d0-5b8a-4e78-b8db-2cba00c26029,,8.5.1,Except when the competitor is actually aiming or shooting at targets~ all movement must be accomplished with the fingers visibly outside the trigger guard and the external safety should be applied. The firearm must be pointed in a safe direction. "Movement" is defined as any of the actions below:,1e3c286d-d386-43a6-9c65-4e73ffbd1bcf,3700a212-379c-481f-8f83-411e39ef933e
RULE,a5fc85af-c854-446c-860a-f104d50ff9d1,,8.6.1,No assistance of any kind can be given to a competitor during a course of fire~ except that any Range Officer assigned to a stage may issue safety warnings to a competitor at any time. Such warnings will not be grounds for the competitor to be awarded a reshoot.,3f250871-b7a5-42bd-bd52-f3f65e79faa9,3700a212-379c-481f-8f83-411e39ef933e
RULE,a4c04dd6-6930-4552-a4a3-94c0dd45a1f8,,8.6.2,Any person providing assistance to a competitor during a course of fire without the prior approval of a Range Officer (and the competitor receiving such assistance) may~ at the discretion of a Range Officer~ incur a procedural penalty for that stage and/or be subject to Section 10.6.,3f250871-b7a5-42bd-bd52-f3f65e79faa9,3700a212-379c-481f-8f83-411e39ef933e
RULE,22ee3b99-746d-4bb3-9538-2045de56e931,,8.6.3,Any person verbally or otherwise interfering with a competitor during his attempt at a course of fire may be subject to Section 10.6. If the Range Officer believes that the interference significantly affected the competitor~ he must report the incident to the Range Master~ who may~ at his discretion~ offer the affected competitor a reshoot.,3f250871-b7a5-42bd-bd52-f3f65e79faa9,3700a212-379c-481f-8f83-411e39ef933e
RULE,d706d19b-8a4a-4f04-87d0-ef753c8f3493,,8.6.4,In the event that inadvertent contact with the Range Officer or another external influence has interfered with the competitor during a course of fire~ the Range Officer may offer the competitor a reshoot of the course of fire. The competitor must accept or decline the offer prior to seeing either the time or the score from the initial attempt. However~ if the competitor commits a safety infraction during any such interference~ the provisions of Sections 10.4 and 10.5 may still apply.,3f250871-b7a5-42bd-bd52-f3f65e79faa9,3700a212-379c-481f-8f83-411e39ef933e
RULE,9f22f8ab-8f08-4239-b858-cca6c6574023,,8.6.5,In the event that any person appears downrange from the competitor during a course of fire~ it must,3f250871-b7a5-42bd-bd52-f3f65e79faa9,3700a212-379c-481f-8f83-411e39ef933e
RULE,97055f5c-3b2f-4828-9a7a-6319411b2630,,8.6.6,Drones or other remotely controlled devices are prohibited unless their use is approved in advance by the Match Director.,3f250871-b7a5-42bd-bd52-f3f65e79faa9,3700a212-379c-481f-8f83-411e39ef933e
RULE,b79a739f-2e47-45ac-8959-826708294814,,8.7.1,Competitors are prohibited from taking a sight picture with a loaded firearm prior to the Start Signal. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match.,7b9ddabb-6a0f-490b-8bdb-47af25e0d20d,3700a212-379c-481f-8f83-411e39ef933e
RULE,3c15d7da-b304-4c4a-9ad4-19a0c6528b7c,,8.7.2,Competitors are prohibited from using any sighting aid (e.g. the whole or part of an imitation or replica firearm~ any part of a real firearm including any accessories thereof etc.)~ except for their own hands~ while conducting their inspection ("walkthrough") of a course of fire. Violations will incur one procedural penalty per occurrence (also see Rule 10.5.1).,7b9ddabb-6a0f-490b-8bdb-47af25e0d20d,3700a212-379c-481f-8f83-411e39ef933e
RULE,0fd06b27-0d8e-4bce-8792-e6dc1b86cee2,,8.7.3,No person is permitted to enter or move through a course of fire without the prior approval of a Range Officer assigned to that course of fire~ or the Range Master. Violations will incur a warning for the first offense but may be subject to the provisions of Section 10.6 for subsequent offenses.,7b9ddabb-6a0f-490b-8bdb-47af25e0d20d,3700a212-379c-481f-8f83-411e39ef933e
RULE,525bd402-730f-4f40-80e1-2d6e7bfd19dd,Approaching Targets,9.1.1,While scoring is in progress~ competitors or their delegate must not approach any target closer than 1 meter without the authorization of the Range Officer. Violation will result in a warning for the first offense~ but the competitor or his delegate may~ at the discretion of the Range Officer~ incur a procedural penalty for subsequent occurrences in the same match.,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,c2c0adc0-b5c4-4cfb-bb5e-bd4c28db7ee8,Touching Targets,9.1.2,While scoring is in progress competitors or their delegate must not touch~ gauge or otherwise interfere with any target without the authorization of the Range Officer. Should a Range Officer deem that a competitor or their delegate has influenced or affected the scoring process due to such interference~ the Range Officer may:,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,1692638d-7fc5-4c65-b6d9-1dca783434e6,Prematurely Patched Targets,9.1.3,If a target is prematurely patched or taped~ preventing the determination of the actual score~ the Range Officer must order the competitor to reshoot the course of fire.,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,8875a3ec-55dc-468f-8c82-5efadef63790,Unrestored Targets,9.1.4,If~ following completion of a course of fire by a previous competitor~ one or more targets have not been properly patched or taped for the competitor being scored~ the Range Officer must judge whether or not an accurate score can be determined. If there are extra scoring hits or questionable penalty hits thereon~ and it is not obvious which hits were made by the competitor being scored~ the affected competitor must be ordered to reshoot the course of fire.,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,f8f3e346-0252-42a3-b6b3-762e03a8f75c,Impenetrable,9.1.5,The scoring area of all IPSC scoring targets and no-shoots is deemed to be impenetrable. If a:,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,7a446c3d-6ddc-471a-9602-c5483fdb4943,Hard Cover,9.1.6,Unless specifically described as "soft cover" (see Rule 4.1.4.2) in the written stage briefing~ all props~ walls~ barriers~ vision screens and other obstacles are deemed to be impenetrable "hard cover". If a:,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,39a17e27-852b-4e44-b445-60000648c643,Target Sticks,9.1.7,Are neither Hard Cover nor Soft Cover. Shots which have passed wholly or partially through target sticks and which hit a paper or metal target will count for score or penalty~ as the case may be.,814ca2e3-45bb-4d45-9a6f-da7f5a5f2f04,3700a212-379c-481f-8f83-411e39ef933e
RULE,d4c8cb7f-b623-4054-8d2e-10e95ac13961,,9.2.1,"Comstock" � Unlimited time stops on the last shot~ unlimited number of shots to be fired~ stipulated number of hits per target to count for score.,4d9d997e-4dc9-4f7f-91c4-19c6a24ed77e,3700a212-379c-481f-8f83-411e39ef933e
RULE,51554a6e-bce4-406c-bb2b-21ecabdba19e,,9.2.2,Stage results must rank competitors within the relevant Division in descending order of individual stage points achieved~ calculated to 4 decimal places.,4d9d997e-4dc9-4f7f-91c4-19c6a24ed77e,3700a212-379c-481f-8f83-411e39ef933e
RULE,459e2dcf-70dd-423a-9a0c-79e76fa7bcee,,9.2.3,Match results must rank competitors within the relevant Division in descending order of the combined total of individual stage points achieved~ calculated to 4 decimal places.,4d9d997e-4dc9-4f7f-91c4-19c6a24ed77e,3700a212-379c-481f-8f83-411e39ef933e
RULE,cc4eed9f-593b-4b62-beed-4bc4e8cc3796,,9.3.1,If~ in the opinion of the Match Director~ a tie in match results must be broken~ the affected competitors must shoot one or more courses of fire~ nominated or created by the Match Director~ until the tie is broken. The result of a tiebreaker will only be used to determine the final placing of the affected competitors~ and their original match points will remain unchanged. Ties must never be broken by chance.,05e4e21e-a193-4e58-b819-78fbccc0ad14,3700a212-379c-481f-8f83-411e39ef933e
RULE,76ee7300-7ee0-40ad-8f41-be623212677b,,9.4.1,Scoring hits on IPSC targets will be scored in accordance with the values approved by the IPSC Assembly (see Appendices B and C and below). Frangible targets will usually score 5 points.,f165a75e-b387-41a0-9c71-19f1865123e0,3700a212-379c-481f-8f83-411e39ef933e
RULE,4783e7bb-fa79-43dd-9aad-9a78aa34272d,,9.4.2,Each hit visible on the scoring area of a paper no-shoot will be penalized minus 10 points~ up to a maximum of 2 hits per no-shoot.,f165a75e-b387-41a0-9c71-19f1865123e0,3700a212-379c-481f-8f83-411e39ef933e
RULE,1263e628-bc46-4f10-90e8-f0fe062c4b6c,,9.4.3,Metal no-shoots must be shot and fall~ overturn or self-indicate to score and then will be penalized minus 10 points.,f165a75e-b387-41a0-9c71-19f1865123e0,3700a212-379c-481f-8f83-411e39ef933e
RULE,90afe0d3-9718-4917-9a3b-ad43c7d47578,,9.4.4,Each miss will be penalized minus 10 points~ except in the case of disappearing targets (see Rule 9.9.2).,f165a75e-b387-41a0-9c71-19f1865123e0,3700a212-379c-481f-8f83-411e39ef933e
RULE,7fb09e1e-85a6-4cfd-a7ee-58bf5c5788ee,,9.5.1,Unless otherwise specified in the written stage briefing~ scoring paper targets must be shot with a minimum of one round each~ with the best two hits to score in Semi Auto Divisions and the best hit to score in Manual Action Divisions. Scoring metal targets must be shot with a minimum of one round each and must fall or otherwise react to score.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,c5de88d8-a401-4c73-9de0-66d7bf20d914,,9.5.2,If the bullet diameter of a hit on a scoring target touches the scoring line between two scoring areas~ or the line between the non-scoring border and a scoring area~ or if it crosses multiple scoring areas~ it will be scored the higher value.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,5dab7901-1c7c-4a4a-802b-e01105215661,,9.5.3,If a bullet diameter touches the scoring area of overlapping scoring targets and/or no-shoots~ it will earn all applicable scores and penalties.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,737838f6-b9ed-4b50-aebf-eebd9e193889,,9.5.4,Radial tears radiating outwards from the diameter of a bullet hole will not count for score or penalty.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,5eb0e4cd-0f0b-40ee-8669-be16b643282b,,9.5.5,The minimum score for a stage will be zero.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,d3609e14-e7c3-4bc6-88c5-5b33c0c2d530,,9.5.6,A competitor who fails to engage the front of each scoring target in a course of fire with at least one round will incur one procedural penalty per target for failure to engage at the target~ as well as appropriate penalties for misses (see Rule 10.2.7).,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,448f3fdc-feed-4961-96bd-d1e78930940e,,9.5.7,Hits visible on a scoring paper target or no-shoot~ which are the result of shots fired through the rear of that or another scoring paper target or no-shoot~ and/or hits which fail to create a clearly distinguishable hole through the front of a scoring paper target or no-shoot~ will not count for score or penalty~ as the case may be.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,9dc67c8c-8f17-462a-b22f-8e15a2f189b5,,9.5.8,Frangible targets must be fully penetrated or break with a piece separated from the original target to be counted for score.,071299b5-70f6-487f-b6cc-e6581e8cf81a,3700a212-379c-481f-8f83-411e39ef933e
RULE,66abaaa7-cee6-4741-b949-b34f87f787c1,,9.6.1,After the Range Officer has declared "Range is Clear"~ the competitor or their delegate will be permitted to accompany the official responsible for scoring to verify the scoring. However~ this may not apply to courses of fire consisting only of reactive targets or self-setting targets and/or electronically registering targets.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,7d717282-e777-4ef5-9c13-4a6a219d5eda,,9.6.2,The Range Officer responsible for a course of fire may stipulate that the scoring process will begin while a competitor is actually completing a course of fire. In such cases~ the competitor�s delegate is entitled to accompany the official responsible for scoring in order to verify the scoring. Competitors must be advised of this procedure during the squad briefing.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,d25aeeca-52c9-4554-8910-8db5a90b11ef,,9.6.3,A competitor (or his delegate) who fails to verify a target during the scoring process loses all right of appeal in respect of scoring that target.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,d04a6dc1-b6a8-40e9-a202-4f9b332f6cff,,9.6.4,Any challenge to a score or penalty must be appealed to the Range Officer by the competitor (or his delegate) prior to the subject target being painted~ patched~ or reset~ failing which such challenges will not be accepted.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,6f57a0bd-b9bd-4586-ac63-9abadb8df529,,9.6.5,In the event that the Range Officer upholds the original score or penalty and the competitor is dissatisfied~ he may appeal to the Chief Range Officer and then to the Range Master for a ruling.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,c2cf3901-fed5-4e6a-96f6-f7b86bb1ce16,,9.6.6,The Range Master�s ruling in respect of the scoring of hits on targets and no-shoots will be final. No further appeals are permitted with respect to such scoring decisions.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,83e5f666-34a5-497d-b1d8-9d101ef80bde,,9.6.7,During a scoring challenge~ the subject target(s) must not be patched~ taped or otherwise interfered with until the matter has been settled~ failing which Rule 9.1.3 will apply. The Range Officer may remove a disputed paper target from the course of fire for further examination to prevent any delay in the match. Both the competitor and the Range Officer must sign the target and clearly indicate which hit(s) is (are) subject to challenge.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,5e145462-e469-488f-823b-8fbc70545d16,,9.6.8,Scoring overlays approved by the Range Master must be used exclusively~ as and when required~ to verify and/or determine the applicable scoring zone of hits on paper targets.,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
RULE,95c2b4c3-430a-494e-a9c2-367a4685b31e,,9.6.9,Scoring information may be relayed through the use of hand signals (see Appendix F1). If a score is challenged~ the subject targets must not be restored until they have been verified by the competitor or his delegate~ in accordance with whatever arrangements have been approved in advance by the Range Master (also see Rule 9.1.3).,4d54135d-c4f0-4134-b181-581db1f124b9,3700a212-379c-481f-8f83-411e39ef933e
